FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
13133,"Greene County, Georgia",GEORGIA,15.03%,21.50%,9.53%,0.54,Moderate Vulnerability,0.6,Moderate Concern,38.40%,6.05%,0%,1.14%,35%,0.02%,57.52%
13269,"Taylor County, Georgia",GEORGIA,15.56%,23.29%,9.91%,0.92,Very High Vulnerability,0.91,Very High Concern,22.90%,2.62%,0%,1.84%,37.96%,0%,57.32%
16025,"Camas County, Idaho",IDAHO,20.13%,27.76%,13.38%,0.13,Very Low Vulnerability,0.4,Moderate Concern,37.80%,1.62%,0%,0%,0%,0%,98.09%
13235,"Pulaski County, Georgia",GEORGIA,14.34%,21.43%,8.94%,0.85,Very High Vulnerability,0.79,High Concern,6.30%,3.13%,0.12%,0.27%,37.70%,0%,57.39%
13283,"Treutlen County, Georgia",GEORGIA,17.28%,25.41%,11.17%,0.95,Very High Vulnerability,0.96,Very High Concern,5.90%,1.32%,0%,0%,26.37%,0%,72.05%
13189,"McDuffie County, Georgia",GEORGIA,16.23%,24.62%,10.43%,0.94,Very High Vulnerability,0.83,Very High Concern,11.30%,3.06%,0%,0.44%,39.90%,1.23%,53.52%
16079,"Shoshone County, Idaho",IDAHO,18.50%,24.91%,12.03%,0.76,High Vulnerability,0.56,Moderate Concern,39.50%,3.56%,2.99%,0.07%,0.34%,0%,91.20%
13177,"Lee County, Georgia",GEORGIA,15.52%,23.82%,9.82%,0.35,Low Vulnerability,0.51,Moderate Concern,9.10%,2.98%,0.07%,2.45%,20.70%,0.12%,71.64%
13221,"Oglethorpe County, Georgia",GEORGIA,15.03%,21.50%,9.53%,0.52,Moderate Vulnerability,0.73,High Concern,23.30%,4.57%,0.04%,0.21%,17.57%,0%,75.64%
13155,"Irwin County, Georgia",GEORGIA,17.47%,25.52%,11.21%,0.84,Very High Vulnerability,0.91,Very High Concern,6.80%,3.83%,0.12%,0.41%,28.29%,0%,66.78%
16001,"Ada County, Idaho",IDAHO,17.71%,23.42%,11.40%,0.14,Very Low Vulnerability,0.13,Very Low Concern,54.70%,8.20%,0.39%,2.47%,1.28%,0.14%,84.66%
13125,"Glascock County, Georgia",GEORGIA,16.23%,24.62%,10.43%,0.69,High Vulnerability,0.81,Very High Concern,7.90%,1.23%,0.30%,0%,10.21%,0.03%,87.38%
16039,"Elmore County, Idaho",IDAHO,20.13%,27.76%,13.38%,0.59,Moderate Vulnerability,0.54,Moderate Concern,34%,17.07%,1.36%,2.60%,2.60%,0.36%,72.64%
16059,"Lemhi County, Idaho",IDAHO,18.68%,24.57%,12.25%,0.3,Low Vulnerability,0.5,Moderate Concern,41.70%,3.42%,0.27%,0%,0.04%,0.10%,93.28%
13277,"Tift County, Georgia",GEORGIA,17.47%,25.52%,11.21%,0.88,Very High Vulnerability,0.83,Very High Concern,15.30%,11.78%,0.26%,1.35%,29.50%,0%,55.85%
13307,"Webster County, Georgia",GEORGIA,15.56%,23.29%,9.91%,0.79,High Vulnerability,0.86,Very High Concern,11.20%,8.74%,0.34%,0%,37.20%,0%,51.84%
16049,"Idaho County, Idaho",IDAHO,18.68%,24.57%,12.25%,0.54,Moderate Vulnerability,0.47,Moderate Concern,25.90%,3.40%,3.72%,0.40%,0.14%,0.02%,90.96%
13213,"Murray County, Georgia",GEORGIA,16.88%,23.87%,10.80%,0.71,High Vulnerability,0.81,Very High Concern,8%,15.04%,0.13%,0.34%,1.04%,0%,82.54%
13147,"Hart County, Georgia",GEORGIA,16.56%,23.58%,10.61%,0.72,High Vulnerability,0.77,High Concern,24%,3.65%,0.02%,0.93%,19.24%,0%,74.81%
13255,"Spalding County, Georgia",GEORGIA,16.83%,24.48%,10.72%,0.87,Very High Vulnerability,0.78,High Concern,8.40%,4.56%,0.40%,0.98%,34.09%,0%,58.52%
13243,"Randolph County, Georgia",GEORGIA,15.56%,23.29%,9.91%,0.97,Very High Vulnerability,0.77,High Concern,6.10%,1.41%,0%,0%,62.40%,0%,34.65%
13299,"Ware County, Georgia",GEORGIA,18.80%,27.23%,12.24%,0.84,Very High Vulnerability,0.77,High Concern,18.90%,4.10%,0.56%,1.05%,29.84%,0.06%,63.35%
16009,"Benewah County, Idaho",IDAHO,18.50%,24.91%,12.03%,0.73,High Vulnerability,0.43,Moderate Concern,41.50%,3.63%,7.97%,0.32%,0.07%,0.78%,84.64%
16031,"Cassia County, Idaho",IDAHO,20.16%,26.77%,13.17%,0.67,High Vulnerability,0.27,Low Concern,30.80%,27.21%,1.08%,0.59%,0.22%,0.02%,69.84%
13285,"Troup County, Georgia",GEORGIA,16.96%,24.96%,10.76%,0.9,Very High Vulnerability,0.81,Very High Concern,15.10%,3.68%,0.19%,2.17%,36.11%,0%,56.28%
13319,"Wilkinson County, Georgia",GEORGIA,14.78%,21.84%,9.35%,0.79,High Vulnerability,0.9,Very High Concern,14.10%,2.87%,0.12%,0%,38.95%,0.06%,56.70%
26061,"Houghton County, Michigan",MICHIGAN,9.50%,16.90%,5.84%,0.5,Moderate Vulnerability,0.56,Moderate Concern,48.40%,1.63%,0.40%,2.77%,0.73%,0.05%,92.07%
27033,"Cottonwood County, Minnesota",MINNESOTA,7.88%,12.11%,4.28%,0.47,Moderate Vulnerability,0.25,Low Concern,53.40%,7.70%,0.08%,3.80%,0.88%,0.16%,86.04%
23031,"York County, Maine",MAINE,8.27%,11.11%,6.76%,0.09,Very Low Vulnerability,0.13,Very Low Concern,69.30%,1.72%,0.44%,1.25%,0.79%,0.03%,94.24%
26099,"Macomb County, Michigan",MICHIGAN,9.14%,16.12%,5.59%,0.33,Low Vulnerability,0.26,Low Concern,50.90%,2.62%,0.25%,4.02%,11.63%,0.06%,79.03%
26153,"Schoolcraft County, Michigan",MICHIGAN,10.87%,19.03%,6.65%,0.55,Moderate Vulnerability,0.59,Moderate Concern,47%,1.11%,7.02%,0.37%,0.45%,0%,85.67%
24011,"Caroline County, Maryland",MARYLAND,7.53%,10.70%,3.99%,0.55,Moderate Vulnerability,0.22,Low Concern,51.60%,7.31%,0.16%,0.69%,13.54%,0%,75.55%
26163,"Wayne County, Michigan",MICHIGAN,9.88%,18.56%,6.02%,0.87,Very High Vulnerability,0.5,Moderate Concern,47%,5.94%,0.27%,3.34%,38.54%,0.02%,49.52%
24021,"Frederick County, Maryland",MARYLAND,6.73%,9.37%,3.51%,0.16,Very Low Vulnerability,0.06,Very Low Concern,66.10%,9.59%,0.26%,4.44%,9.37%,0.07%,73.48%
27041,"Douglas County, Minnesota",MINNESOTA,7.19%,10.93%,3.85%,0.04,Very Low Vulnerability,0.1,Very Low Concern,52.70%,1.65%,0.27%,0.31%,0.38%,0%,95.92%
27063,"Jackson County, Minnesota",MINNESOTA,7.88%,12.11%,4.28%,0.03,Very Low Vulnerability,0.34,Low Concern,46%,3.64%,0.03%,2.09%,0.39%,0%,92.38%
18035,"Delaware County, Indiana",INDIANA,12.87%,18.24%,7.92%,0.57,Moderate Vulnerability,0.59,Moderate Concern,40.30%,2.48%,0.09%,1.43%,6.86%,0.08%,86.80%
17165,"Saline County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.86,Very High Vulnerability,0.49,Moderate Concern,38.80%,1.78%,0.22%,0.72%,2.63%,0.23%,91.51%
18087,"LaGrange County, Indiana",INDIANA,14.83%,19.66%,9.76%,0.37,Low Vulnerability,0.94,Very High Concern,24.60%,4.05%,0.06%,0.05%,0.19%,0.01%,94.12%
17119,"Madison County, Illinois",ILLINOIS,8.64%,14.41%,5.23%,0.3,Low Vulnerability,0.2,Low Concern,46.90%,3.26%,0.18%,1.04%,8.54%,0.01%,85.07%
18057,"Hamilton County, Indiana",INDIANA,8.47%,11.12%,5.20%,0.03,Very Low Vulnerability,0.24,Low Concern,64.80%,4%,0.19%,5.93%,3.89%,0.02%,83.67%
17175,"Stark County, Illinois",ILLINOIS,8.94%,15.09%,5.47%,0.06,Very Low Vulnerability,0.23,Low Concern,46.70%,1.74%,0%,0.94%,0.97%,0%,95.43%
18059,"Hancock County, Indiana",INDIANA,13.20%,17.61%,8.35%,0.02,Very Low Vulnerability,0.36,Low Concern,59.90%,2.36%,0%,0.80%,2.37%,0%,92.38%
18025,"Crawford County, Indiana",INDIANA,12.50%,17.05%,7.79%,0.39,Low Vulnerability,0.8,High Concern,33.10%,1.49%,0.09%,0%,0.39%,0%,96.05%
16087,"Washington County, Idaho",IDAHO,16.83%,22.09%,10.94%,0.85,Very High Vulnerability,0.67,High Concern,35.20%,17.03%,0.99%,0.37%,0.19%,0%,78.93%
17145,"Perry County, Illinois",ILLINOIS,9.85%,16.80%,6.03%,0.65,High Vulnerability,0.61,High Concern,33.10%,3.12%,0.13%,0.69%,9.06%,0%,85.79%
17009,"Brown County, Illinois",ILLINOIS,9.91%,16.37%,6.11%,0.47,Moderate Vulnerability,0.73,High Concern,27.90%,6.64%,0.27%,0%,18.89%,0%,73.85%
17117,"Macoupin County, Illinois",ILLINOIS,10.42%,17.39%,6.46%,0.2,Very Low Vulnerability,0.13,Very Low Concern,43.70%,1.23%,0.18%,0.49%,0.95%,0%,96.06%
18027,"Daviess County, Indiana",INDIANA,13.51%,18.25%,8.53%,0.69,High Vulnerability,0.85,Very High Concern,31.20%,4.97%,0.04%,0.27%,1.93%,0.05%,91.56%
17167,"Sangamon County, Illinois",ILLINOIS,8.63%,14.77%,5.22%,0.44,Moderate Vulnerability,0.16,Very Low Concern,55%,2.30%,0.08%,2.01%,12.68%,0.04%,80.34%
17201,"Winnebago County, Illinois",ILLINOIS,9.23%,15.85%,5.61%,0.72,High Vulnerability,0.36,Low Concern,46.20%,12.77%,0.18%,2.63%,12.58%,0.01%,69.02%
17053,"Ford County, Illinois",ILLINOIS,10.60%,18.13%,6.53%,0.31,Low Vulnerability,0.29,Low Concern,45.20%,3.34%,0.52%,0.66%,1.13%,0.03%,93.49%
17073,"Henry County, Illinois",ILLINOIS,9.65%,16.25%,5.93%,0.2,Low Vulnerability,0.32,Low Concern,49.90%,5.70%,0.11%,0.50%,1.90%,0%,90.44%
17137,"Morgan County, Illinois",ILLINOIS,10.42%,17.39%,6.46%,0.5,Moderate Vulnerability,0.46,Moderate Concern,42.40%,2.48%,0.23%,0.61%,6.77%,0.01%,88.17%
17039,"De Witt County, Illinois",ILLINOIS,9.86%,16.41%,6.12%,0.13,Very Low Vulnerability,0.32,Low Concern,41.50%,2.74%,0.04%,0.03%,0.53%,0.08%,94.61%
18067,"Howard County, Indiana",INDIANA,13.65%,18.57%,8.57%,0.48,Moderate Vulnerability,0.57,Moderate Concern,40.40%,3.36%,0.45%,1.25%,7.49%,0.02%,85.08%
17063,"Grundy County, Illinois",ILLINOIS,7.76%,12.49%,4.72%,0.08,Very Low Vulnerability,0.26,Low Concern,43.10%,9.91%,0.04%,0.80%,1.16%,0.04%,86.29%
17181,"Union County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.68,High Vulnerability,0.49,Moderate Concern,44.50%,5.19%,0.11%,0.33%,1.61%,0%,91.07%
17127,"Massac County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.75,High Vulnerability,0.62,High Concern,30.40%,2.95%,0.04%,0.20%,5.84%,0%,88.24%
17191,"Wayne County, Illinois",ILLINOIS,10.55%,17.45%,6.57%,0.43,Moderate Vulnerability,0.53,Moderate Concern,35.70%,0.62%,0.16%,0.26%,1.51%,0%,96.19%
17015,"Carroll County, Illinois",ILLINOIS,9.09%,15.29%,5.48%,0.17,Very Low Vulnerability,0.42,Moderate Concern,54.10%,3.70%,0.08%,0.77%,1.21%,0%,93.07%
17103,"Lee County, Illinois",ILLINOIS,9.09%,15.29%,5.48%,0.3,Low Vulnerability,0.34,Low Concern,43.30%,6.22%,0.27%,0.56%,5.45%,0.09%,86.19%
18075,"Jay County, Indiana",INDIANA,14.43%,19.80%,9.16%,0.67,High Vulnerability,0.81,Very High Concern,34.80%,3.10%,0%,0.75%,0.36%,0%,94.88%
18011,"Boone County, Indiana",INDIANA,9.83%,13.18%,6.10%,0.04,Very Low Vulnerability,0.2,Very Low Concern,62.60%,3%,0.21%,2.96%,1.73%,0%,90.61%
18041,"Fayette County, Indiana",INDIANA,13.80%,18.90%,8.66%,0.61,High Vulnerability,0.68,High Concern,33.50%,1.25%,0.25%,0.03%,2.37%,0%,95.51%
17151,"Pope County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.45,Moderate Vulnerability,0.69,High Concern,24.20%,2.76%,0%,0.57%,4.21%,0%,90.96%
17189,"Washington County, Illinois",ILLINOIS,10.02%,16.76%,6.18%,0.07,Very Low Vulnerability,0.13,Very Low Concern,47%,1.44%,0.13%,0.29%,0.86%,0.05%,96%
17023,"Clark County, Illinois",ILLINOIS,10.55%,17.45%,6.57%,0.21,Low Vulnerability,0.4,Low Concern,36.80%,1.58%,0.04%,0.50%,0.67%,0%,96.53%
18051,"Gibson County, Indiana",INDIANA,11.44%,15.28%,7.13%,0.32,Low Vulnerability,0.56,Moderate Concern,40.80%,1.62%,0.05%,0.42%,2.19%,0%,93.57%
17079,"Jasper County, Illinois",ILLINOIS,10.55%,17.45%,6.57%,0.24,Low Vulnerability,0.44,Moderate Concern,31.10%,0.35%,0.03%,0.09%,0.49%,0%,96.97%
18061,"Harrison County, Indiana",INDIANA,12.68%,17.07%,7.88%,0.19,Very Low Vulnerability,0.58,Moderate Concern,44.90%,1.93%,0.13%,0.43%,0.60%,0%,95.37%
17143,"Peoria County, Illinois",ILLINOIS,8.70%,15.01%,5.24%,0.61,High Vulnerability,0.25,Low Concern,51.50%,4.81%,0.25%,4.06%,17.61%,0.01%,69.90%
18049,"Fulton County, Indiana",INDIANA,13.16%,17.75%,8.25%,0.35,Low Vulnerability,0.65,High Concern,35.60%,5.20%,0.31%,0.42%,0.93%,0.05%,91.76%
18003,"Allen County, Indiana",INDIANA,11.61%,16.13%,7.10%,0.52,Moderate Vulnerability,0.54,Moderate Concern,45.70%,7.47%,0.16%,3.80%,11.28%,0.04%,73.85%
17001,"Adams County, Illinois",ILLINOIS,9.91%,16.37%,6.11%,0.25,Low Vulnerability,0.26,Low Concern,47.20%,1.60%,0.30%,0.80%,4.06%,0.02%,91.68%
17061,"Greene County, Illinois",ILLINOIS,10.42%,17.39%,6.46%,0.2,Very Low Vulnerability,0.48,Moderate Concern,36.20%,1.21%,0%,0.21%,1.39%,0.05%,96.22%
17065,"Hamilton County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.15,Very Low Vulnerability,0.33,Low Concern,31.50%,0.75%,0%,0.15%,0.40%,0%,98.70%
18089,"Lake County, Indiana",INDIANA,11.42%,16.18%,7.01%,0.73,High Vulnerability,0.72,High Concern,47%,18.98%,0.19%,1.39%,23.38%,0.02%,54.12%
17087,"Johnson County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.46,Moderate Vulnerability,0.59,Moderate Concern,28.70%,3.16%,0.06%,0.34%,11.07%,0%,84.98%
17125,"Mason County, Illinois",ILLINOIS,9.91%,16.37%,6.11%,0.29,Low Vulnerability,0.2,Low Concern,43%,1.12%,0.16%,0.18%,0.76%,0%,96.45%
17031,"Cook County, Illinois",ILLINOIS,7.32%,12.89%,4.40%,0.68,High Vulnerability,0.5,Moderate Concern,53.60%,25.29%,0.10%,7.23%,23.07%,0.02%,42.29%
17041,"Douglas County, Illinois",ILLINOIS,9.58%,16.19%,5.91%,0.44,Moderate Vulnerability,0.76,High Concern,38.70%,7.26%,0.34%,0.67%,0.69%,0.07%,90.26%
17085,"Jo Daviess County, Illinois",ILLINOIS,9.09%,15.29%,5.48%,0.05,Very Low Vulnerability,0.31,Low Concern,71.60%,3.03%,0.34%,0.60%,0.57%,0.04%,94.66%
17115,"Macon County, Illinois",ILLINOIS,9.52%,16.52%,5.85%,0.6,Moderate Vulnerability,0.26,Low Concern,41.20%,2.28%,0.22%,1.01%,14.68%,0.01%,76.26%
18029,"Dearborn County, Indiana",INDIANA,12.87%,17.10%,8.06%,0.08,Very Low Vulnerability,0.45,Moderate Concern,44.30%,1.31%,0.10%,0.56%,0.83%,0.03%,96.14%
17051,"Fayette County, Illinois",ILLINOIS,10.17%,16.92%,6.33%,0.59,Moderate Vulnerability,0.64,High Concern,25.70%,1.87%,0.32%,0.54%,4.67%,0.13%,92.13%
17139,"Moultrie County, Illinois",ILLINOIS,9.86%,16.41%,6.12%,0.29,Low Vulnerability,0.55,Moderate Concern,37.50%,1.45%,0.40%,0.16%,0.76%,0%,96.61%
17021,"Christian County, Illinois",ILLINOIS,9.86%,16.41%,6.12%,0.24,Low Vulnerability,0.38,Low Concern,37.60%,1.62%,0.30%,0.60%,1.31%,0.09%,95.02%
17105,"Livingston County, Illinois",ILLINOIS,10.60%,18.13%,6.53%,0.48,Moderate Vulnerability,0.36,Low Concern,36.60%,4.57%,0%,0.85%,4.13%,0%,89.15%
18081,"Johnson County, Indiana",INDIANA,11.59%,15.48%,7.22%,0.14,Very Low Vulnerability,0.38,Low Concern,48.70%,3.58%,0.12%,3.38%,2.38%,0.02%,89%
17095,"Knox County, Illinois",ILLINOIS,8.94%,15.09%,5.47%,0.65,High Vulnerability,0.48,Moderate Concern,45.80%,5.76%,0.17%,1.10%,8.48%,0%,82.87%
17169,"Schuyler County, Illinois",ILLINOIS,9.91%,16.37%,6.11%,0.57,Moderate Vulnerability,0.43,Moderate Concern,50.40%,0.96%,0.13%,0%,8.79%,0%,88.68%
18019,"Clark County, Indiana",INDIANA,12.98%,18.07%,8.03%,0.25,Low Vulnerability,0.57,Moderate Concern,52.60%,5.38%,0.09%,1.04%,6.69%,0.01%,83.21%
17159,"Richland County, Illinois",ILLINOIS,10.55%,17.45%,6.57%,0.41,Moderate Vulnerability,0.41,Moderate Concern,39.90%,1.71%,0.45%,0.51%,0.79%,0%,95.19%
17149,"Pike County, Illinois",ILLINOIS,9.91%,16.37%,6.11%,0.35,Low Vulnerability,0.41,Moderate Concern,34.40%,1.29%,0.19%,0.36%,1.18%,0%,95.85%
17011,"Bureau County, Illinois",ILLINOIS,8.94%,15.09%,5.47%,0.29,Low Vulnerability,0.26,Low Concern,44%,9.14%,0.19%,0.87%,1.02%,0.01%,87.70%
17075,"Iroquois County, Illinois",ILLINOIS,10.60%,18.13%,6.53%,0.34,Low Vulnerability,0.38,Low Concern,40.50%,6.98%,0.07%,0.35%,0.82%,0%,89.83%
17193,"White County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.54,Moderate Vulnerability,0.55,Moderate Concern,40.40%,1.46%,0.16%,0.76%,0.70%,0.08%,96.25%
17203,"Woodford County, Illinois",ILLINOIS,8.94%,15.09%,5.47%,0.02,Very Low Vulnerability,0.14,Very Low Concern,47.60%,1.83%,0.04%,0.52%,0.60%,0%,95.50%
18073,"Jasper County, Indiana",INDIANA,13.16%,17.75%,8.25%,0.27,Low Vulnerability,0.59,Moderate Concern,39%,6.02%,0%,0.33%,0.59%,0%,91.57%
17179,"Tazewell County, Illinois",ILLINOIS,8.94%,14.77%,5.43%,0.11,Very Low Vulnerability,0.15,Very Low Concern,50.10%,2.34%,0.14%,1.03%,1.24%,0.01%,93.95%
17129,"Menard County, Illinois",ILLINOIS,9.86%,16.41%,6.12%,0.05,Very Low Vulnerability,0.24,Low Concern,48.50%,1.53%,0.27%,0.35%,0.44%,0%,95.59%
18009,"Blackford County, Indiana",INDIANA,14.43%,19.80%,9.16%,0.37,Low Vulnerability,0.69,High Concern,40.80%,1.63%,0.31%,0.72%,0.03%,0%,95.52%
18053,"Grant County, Indiana",INDIANA,13.73%,18.95%,8.71%,0.73,High Vulnerability,0.75,High Concern,37%,4.28%,0.16%,0.98%,6.97%,0%,84.92%
18063,"Hendricks County, Indiana",INDIANA,10.55%,13.93%,6.49%,0.08,Very Low Vulnerability,0.36,Low Concern,61.60%,3.90%,0.15%,2.90%,6.71%,0.01%,84.25%
17003,"Alexander County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.96,Very High Vulnerability,0.58,Moderate Concern,24.10%,1.31%,0.59%,0%,33.45%,0%,62.76%
17157,"Randolph County, Illinois",ILLINOIS,10.02%,16.76%,6.18%,0.46,Moderate Vulnerability,0.51,Moderate Concern,36.70%,3.14%,0.18%,0.59%,10.07%,0.01%,84.85%
17067,"Hancock County, Illinois",ILLINOIS,9.65%,16.25%,5.93%,0.12,Very Low Vulnerability,0.4,Low Concern,40.90%,1.50%,0.02%,0.37%,0.61%,0%,96.15%
18017,"Cass County, Indiana",INDIANA,13.65%,18.57%,8.57%,0.72,High Vulnerability,0.78,High Concern,36.70%,15.36%,0.36%,1.28%,1.13%,0.02%,79.71%
18039,"Elkhart County, Indiana",INDIANA,13.68%,18.44%,8.73%,0.77,High Vulnerability,0.77,High Concern,37.30%,15.93%,0.14%,1.05%,5.40%,0.05%,74.78%
18083,"Knox County, Indiana",INDIANA,12.50%,17.05%,7.79%,0.59,Moderate Vulnerability,0.67,High Concern,45.10%,2.03%,0.13%,0.91%,2.76%,0.07%,92.70%
17093,"Kendall County, Illinois",ILLINOIS,7.76%,12.49%,4.72%,0.14,Very Low Vulnerability,0.24,Low Concern,52%,18.70%,0.05%,3.19%,6.99%,0%,69.50%
17123,"Marshall County, Illinois",ILLINOIS,8.94%,15.09%,5.47%,0.05,Very Low Vulnerability,0.19,Very Low Concern,46.50%,3.01%,0.03%,0.38%,0.27%,0%,94.53%
17033,"Crawford County, Illinois",ILLINOIS,10.55%,17.45%,6.57%,0.38,Low Vulnerability,0.43,Moderate Concern,40.90%,3.27%,0.08%,0.32%,6.40%,0.07%,87.67%
17187,"Warren County, Illinois",ILLINOIS,9.65%,16.25%,5.93%,0.61,High Vulnerability,0.38,Low Concern,42%,9.56%,0.22%,2.48%,2.90%,0%,83.21%
17097,"Lake County, Illinois",ILLINOIS,7.12%,12.05%,4.33%,0.35,Low Vulnerability,0.18,Very Low Concern,54.90%,21.69%,0.13%,7.65%,6.55%,0.03%,61.64%
17131,"Mercer County, Illinois",ILLINOIS,9.65%,16.25%,5.93%,0.11,Very Low Vulnerability,0.23,Low Concern,50.50%,2.44%,0.10%,0.37%,0.63%,0%,95.30%
17029,"Coles County, Illinois",ILLINOIS,9.58%,16.19%,5.91%,0.5,Moderate Vulnerability,0.59,Moderate Concern,35.20%,2.53%,0.18%,1.22%,3.87%,0.03%,90.92%
18047,"Franklin County, Indiana",INDIANA,12.87%,17.10%,8.06%,0.15,Very Low Vulnerability,0.54,Moderate Concern,27%,0.80%,0%,0.90%,0.14%,0%,96.83%
17059,"Gallatin County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.45,Moderate Vulnerability,0.65,High Concern,43.80%,1.30%,0.51%,0.12%,0.51%,0%,95.62%
17019,"Champaign County, Illinois",ILLINOIS,7.67%,13.81%,4.67%,0.5,Moderate Vulnerability,0.44,Moderate Concern,51.30%,5.96%,0.14%,10.73%,13.35%,0.07%,67.16%
17141,"Ogle County, Illinois",ILLINOIS,8.79%,14.77%,5.34%,0.29,Low Vulnerability,0.35,Low Concern,45.90%,10.12%,0.23%,0.54%,1.02%,0.02%,86.79%
18079,"Jennings County, Indiana",INDIANA,14.17%,19.22%,8.90%,0.38,Low Vulnerability,0.6,Moderate Concern,34.10%,2.46%,0.47%,0.23%,1.43%,0%,95.03%
17083,"Jersey County, Illinois",ILLINOIS,10.42%,17.39%,6.46%,0.1,Very Low Vulnerability,0.35,Low Concern,46.80%,1.41%,0.10%,0.31%,0.44%,0%,95.63%
17195,"Whiteside County, Illinois",ILLINOIS,9.09%,15.29%,5.48%,0.33,Low Vulnerability,0.31,Low Concern,47.20%,12%,0.14%,0.52%,1.54%,0.10%,84.57%
17171,"Scott County, Illinois",ILLINOIS,10.42%,17.39%,6.46%,0.14,Very Low Vulnerability,0.29,Low Concern,35%,1.28%,0.64%,0.08%,0.14%,0.26%,96.70%
18001,"Adams County, Indiana",INDIANA,13.83%,18.58%,8.82%,0.59,Moderate Vulnerability,0.91,Very High Concern,35.30%,4.53%,0.03%,0.29%,1.13%,0%,93.48%
17077,"Jackson County, Illinois",ILLINOIS,9.85%,16.80%,6.03%,0.7,High Vulnerability,0.52,Moderate Concern,39.70%,4.43%,0.25%,3.44%,14.94%,0.04%,74.02%
17049,"Effingham County, Illinois",ILLINOIS,10.17%,16.92%,6.33%,0.2,Very Low Vulnerability,0.12,Very Low Concern,37.70%,2.11%,0.09%,0.53%,0.50%,0%,95.85%
17107,"Logan County, Illinois",ILLINOIS,9.86%,16.41%,6.12%,0.23,Low Vulnerability,0.41,Moderate Concern,40.40%,3.40%,0.12%,0.75%,6.84%,0.01%,86.37%
18021,"Clay County, Indiana",INDIANA,14.07%,19.21%,8.90%,0.33,Low Vulnerability,0.51,Moderate Concern,47.70%,0.54%,0.02%,0.28%,0.84%,0.04%,96.14%
18071,"Jackson County, Indiana",INDIANA,11.49%,15.49%,7.06%,0.54,Moderate Vulnerability,0.68,High Concern,43.40%,7.01%,0.14%,2.23%,1.07%,0.03%,88.14%
17043,"DuPage County, Illinois",ILLINOIS,6.30%,10.41%,3.81%,0.16,Very Low Vulnerability,0.08,Very Low Concern,60.20%,14.27%,0.06%,11.81%,4.70%,0.02%,66.90%
17013,"Calhoun County, Illinois",ILLINOIS,10.42%,17.39%,6.46%,0.19,Very Low Vulnerability,0.38,Low Concern,50.20%,1.26%,0.52%,0.89%,0.31%,0%,96.98%
17147,"Piatt County, Illinois",ILLINOIS,9.86%,16.41%,6.12%,0,Very Low Vulnerability,0.05,Very Low Concern,47.40%,1.35%,0.05%,0.54%,0.55%,0%,96.21%
18031,"Decatur County, Indiana",INDIANA,14.17%,19.22%,8.90%,0.21,Low Vulnerability,0.56,Moderate Concern,43.90%,2.01%,0.20%,1.46%,0.65%,0%,95.03%
17113,"McLean County, Illinois",ILLINOIS,7.82%,13.62%,4.78%,0.19,Very Low Vulnerability,0.28,Low Concern,49.10%,4.92%,0.17%,5.08%,8.26%,0.02%,79.47%
17161,"Rock Island County, Illinois",ILLINOIS,9.36%,15.90%,5.72%,0.71,High Vulnerability,0.26,Low Concern,47.30%,12.85%,0.29%,2.52%,9.84%,0.04%,71.79%
17069,"Hardin County, Illinois",ILLINOIS,10.39%,17.25%,6.52%,0.5,Moderate Vulnerability,0.53,Moderate Concern,33%,0.94%,0.18%,0.10%,2.72%,0%,94.62%
18085,"Kosciusko County, Indiana",INDIANA,13.13%,17.73%,8.32%,0.46,Moderate Vulnerability,0.71,High Concern,36.30%,7.96%,0.23%,1.26%,0.75%,0.03%,87.84%
17057,"Fulton County, Illinois",ILLINOIS,9.65%,16.25%,5.93%,0.58,Moderate Vulnerability,0.46,Moderate Concern,44.10%,3.02%,0.28%,0.08%,3.75%,0.02%,91.78%
17099,"LaSalle County, Illinois",ILLINOIS,9.58%,16.03%,5.89%,0.43,Moderate Vulnerability,0.33,Low Concern,42.70%,9.71%,0.07%,0.71%,2.58%,0.02%,85.44%
17035,"Cumberland County, Illinois",ILLINOIS,9.58%,16.19%,5.91%,0.16,Very Low Vulnerability,0.35,Low Concern,30.90%,1.07%,0.04%,0.42%,0.07%,0.06%,96.67%
18007,"Benton County, Indiana",INDIANA,13.90%,19.08%,8.73%,0.33,Low Vulnerability,0.57,Moderate Concern,36.60%,5.21%,0.06%,0.08%,0.50%,0.08%,92.49%
